state,county,sex,age,race,hispanic,educ,empstat,hrs_wk,income,deg_bachelors,deg_masters,deg_profession,deg_phd,i_female,i_black,i_white,i_hispanic,i_workforce,i_employed
36,36000,Male,30,White,Non-Hispanic,12,Employed,40,78000,0,0,0,0,0,0,1,0,1,1
45,45000,Male,65,White,Non-Hispanic,16,Not in labor force,0,30500,1,0,0,0,0,0,1,0,0,0
45,45000,Female,77,White,Non-Hispanic,17,Not in labor force,0,57100,1,1,0,0,1,0,1,0,0,0
35,35000,Male,64,White,Non-Hispanic,16,Employed,40,142700,1,0,0,0,0,0,1,0,1,1
17,17000,Female,94,White,Non-Hispanic,12,Not in labor force,0,4300,0,0,0,0,1,0,1,0,0,0
09,09120,Male,60,White,Non-Hispanic,17,Employed,50,200000,1,1,0,0,0,0,1,0,1,1
45,45083,Male,50,White,Non-Hispanic,13,Employed,40,37900,0,0,0,0,0,0,1,0,1,1
37,37119,Male,50,Black,Non-Hispanic,16,Unemployed,0,0,1,0,0,0,0,1,0,0,1,0
44,44007,Male,39,White,Non-Hispanic,13,Employed,50,135200,0,0,0,0,0,0,1,0,1,1
37,37000,Male,58,White,Non-Hispanic,17,Employed,45,28100,1,1,0,0,0,0,1,0,1,1
53,53033,Male,41,Other,Hispanic,17,Employed,40,115000,1,0,1,0,0,0,0,1,1,1
24,24013,Male,60,White,Non-Hispanic,13,Employed,43,92500,0,0,0,0,0,0,1,0,1,1
31,31055,Male,60,White,Non-Hispanic,17,Employed,50,577260,1,0,1,0,0,0,1,0,1,1
34,34035,Female,88,White,Non-Hispanic,12,Not in labor force,0,45700,0,0,0,0,1,0,1,0,0,0
12,12095,Female,38,White,Non-Hispanic,12,Employed,40,55000,0,0,0,0,1,0,1,0,1,1
04,04013,Female,22,White,Non-Hispanic,16,Employed,40,65000,1,0,0,0,1,0,1,0,1,1
51,51000,Female,30,White,Non-Hispanic,10,Employed,30,18300,0,0,0,0,1,0,1,0,1,1
36,36059,Female,85,White,Non-Hispanic,12,Not in labor force,0,51300,0,0,0,0,1,0,1,0,0,0
55,55063,Male,36,White,Non-Hispanic,12,Employed,50,80000,0,0,0,0,0,0,1,0,1,1
13,13121,Male,67,Black,Non-Hispanic,12,Employed,40,96200,0,0,0,0,0,1,0,0,1,1
36,36000,Male,76,White,Non-Hispanic,16,Not in labor force,0,72100,1,0,0,0,0,0,1,0,0,0
06,06073,Female,49,Other,Hispanic,,Employed,13,20000,0,0,0,0,1,0,0,1,1,1
08,08000,Male,25,White,Non-Hispanic,12,Employed,30,15000,0,0,0,0,0,0,1,0,1,1
37,37000,Female,24,White,Non-Hispanic,16,Employed,41,32000,1,0,0,0,1,0,1,0,1,1
01,01000,Female,62,Black,Non-Hispanic,12,Employed,25,51800,0,0,0,0,1,1,0,0,1,1
44,44009,Female,76,White,Non-Hispanic,12,Not in labor force,0,36010,0,0,0,0,1,0,1,0,0,0
51,51700,Male,21,Black,Non-Hispanic,12,Employed,40,5100,0,0,0,0,0,1,0,0,1,1
19,19000,Female,75,White,Non-Hispanic,16,Not in labor force,0,54360,1,0,0,0,1,0,1,0,0,0
51,51087,Female,25,Black,Non-Hispanic,16,Employed,40,30000,1,0,0,0,1,1,0,0,1,1
48,48439,Female,22,Black,Non-Hispanic,12,Employed,8,5000,0,0,0,0,1,1,0,0,1,1
34,34017,Female,51,Chinese,Non-Hispanic,16,Employed,25,17750,1,0,0,0,1,0,0,0,1,1
22,22000,Female,26,White,Non-Hispanic,12,Employed,40,20000,0,0,0,0,1,0,1,0,1,1
47,47157,Female,55,Black,Non-Hispanic,12,Employed,35,26000,0,0,0,0,1,1,0,0,1,1
18,18127,Male,69,White,Non-Hispanic,12,Not in labor force,0,19200,0,0,0,0,0,0,1,0,0,0
56,56000,Male,27,White,Non-Hispanic,16,Employed,40,50000,1,0,0,0,0,0,1,0,1,1
13,13000,Male,25,Other,Hispanic,,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
22,22071,Male,22,Black,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,1,0,0,0,0
21,21111,Female,27,White,Non-Hispanic,17,Employed,40,100000,1,1,0,0,1,0,1,0,1,1
05,05000,Female,60,White,Non-Hispanic,17,Employed,45,85000,1,1,0,0,1,0,1,0,1,1
42,42003,Male,83,White,Non-Hispanic,12,Not in labor force,0,27300,0,0,0,0,0,0,1,0,0,0
09,09000,Male,78,Black,Non-Hispanic,,Employed,35,33400,0,0,0,0,0,1,0,0,1,1
06,06111,Male,53,Other,Hispanic,12,Employed,40,86000,0,0,0,0,0,0,0,1,1,1
27,27000,Male,55,White,Non-Hispanic,12,Employed,48,1129500,0,0,0,0,0,0,1,0,1,1
48,48000,Female,60,Other,Hispanic,12,Employed,40,25000,0,0,0,0,1,0,0,1,1,1
31,31000,Female,53,Chinese,Non-Hispanic,12,Employed,30,14000,0,0,0,0,1,0,0,0,1,1
47,47000,Male,18,White,Non-Hispanic,11,Employed,40,28000,0,0,0,0,0,0,1,0,1,1
27,27000,Female,38,White,Non-Hispanic,17,Employed,40,150000,1,1,0,0,1,0,1,0,1,1
06,06037,Female,23,Other,Hispanic,16,Employed,50,12000,1,0,0,0,1,0,0,1,1,1
40,40143,Female,29,White,Non-Hispanic,16,Employed,30,60000,1,0,0,0,1,0,1,0,1,1
23,23000,Female,19,White,Non-Hispanic,12,Employed,40,14000,0,0,0,0,1,0,1,0,1,1
54,54000,Female,21,White,Non-Hispanic,12,Unemployed,10,800,0,0,0,0,1,0,1,0,1,0
04,04013,Female,43,Other,Hispanic,9,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
36,36061,Male,26,White,Non-Hispanic,16,Employed,40,70000,1,0,0,0,0,0,1,0,1,1
51,51087,Female,74,White,Non-Hispanic,16,Not in labor force,0,54000,1,0,0,0,1,0,1,0,0,0
42,42091,Male,46,White,Non-Hispanic,16,Employed,45,365000,1,0,0,0,0,0,1,0,1,1
24,24021,Female,51,White,Non-Hispanic,12,Employed,40,117800,0,0,0,0,1,0,1,0,1,1
12,12127,Female,29,Black,Non-Hispanic,12,Employed,25,56000,0,0,0,0,1,1,0,0,1,1
42,42133,Female,42,White,Non-Hispanic,12,Employed,52,39200,0,0,0,0,1,0,1,0,1,1
06,06067,Female,27,White,Non-Hispanic,16,Employed,40,35000,1,0,0,0,1,0,1,0,1,1
48,48121,Male,19,Other,Hispanic,12,Unemployed,25,15000,0,0,0,0,0,0,0,1,1,0
25,25000,Female,68,White,Non-Hispanic,16,Employed,7,40000,1,0,0,0,1,0,1,0,1,1
48,48000,Male,37,White,Non-Hispanic,12,Employed,40,65000,0,0,0,0,0,0,1,0,1,1
48,48491,Male,53,White,Non-Hispanic,16,Employed,40,134000,1,0,0,0,0,0,1,0,1,1
37,37000,Female,19,White,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
17,17031,Male,36,White,Non-Hispanic,13,Employed,40,100000,0,0,0,0,0,0,1,0,1,1
48,48355,Male,77,White,Hispanic,12,Not in labor force,0,23100,0,0,0,0,0,0,1,1,0,0
13,13057,Female,27,White,Non-Hispanic,16,Employed,50,42000,1,0,0,0,1,0,1,0,1,1
47,47037,Female,40,White,Non-Hispanic,16,Employed,60,75000,1,0,0,0,1,0,1,0,1,1
05,05000,Male,30,White,Non-Hispanic,13,Employed,72,48000,0,0,0,0,0,0,1,0,1,1
36,36047,Female,41,White,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,1,0,1,0,0,0
36,36119,Male,70,Black,Non-Hispanic,16,Not in labor force,40,31600,1,0,0,0,0,1,0,0,0,0
36,36087,Male,78,White,Non-Hispanic,16,Employed,12,47000,1,0,0,0,0,0,1,0,1,1
38,38000,Female,91,White,Non-Hispanic,12,Not in labor force,0,31000,0,0,0,0,1,0,1,0,0,0
06,06037,Male,35,Other,Hispanic,16,Employed,40,75000,1,0,0,0,0,0,0,1,1,1
01,01000,Male,64,White,Non-Hispanic,14,Employed,38,60030,0,0,0,0,0,0,1,0,1,1
51,51510,Male,40,White,Non-Hispanic,17,Employed,45,165000,1,1,0,0,0,0,1,0,1,1
29,29000,Female,25,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
36,36103,Female,68,White,Non-Hispanic,12,Employed,17,81110,0,0,0,0,1,0,1,0,1,1
36,36119,Male,40,Black,Non-Hispanic,16,Employed,70,360000,1,0,0,0,0,1,0,0,1,1
45,45000,Female,81,White,Non-Hispanic,11,Not in labor force,0,31400,0,0,0,0,1,0,1,0,0,0
04,04025,Female,71,White,Non-Hispanic,12,Not in labor force,0,24000,0,0,0,0,1,0,1,0,0,0
51,51013,Female,76,White,Non-Hispanic,17,Not in labor force,0,76600,1,1,0,0,1,0,1,0,0,0
04,04000,Male,29,Other,Hispanic,14,Employed,36,40500,0,0,0,0,0,0,0,1,1,1
04,04013,Male,18,Other,Hispanic,12,Employed,13,9500,0,0,0,0,0,0,0,1,1,1
06,06073,Male,55,Other,Hispanic,13,Employed,40,70000,0,0,0,0,0,0,0,1,1,1
13,13067,Female,42,White,Non-Hispanic,14,Employed,15,4000,0,0,0,0,1,0,1,0,1,1
39,39000,Female,44,White,Non-Hispanic,16,Employed,40,58000,1,0,0,0,1,0,1,0,1,1
36,36059,Male,20,Other,Hispanic,12,Employed,30,18000,0,0,0,0,0,0,0,1,1,1
53,53063,Male,71,White,Non-Hispanic,12,Not in labor force,0,36400,0,0,0,0,0,0,1,0,0,0
17,17097,Female,52,Other,Hispanic,13,Employed,37,63000,0,0,0,0,1,0,0,1,1,1
51,51000,Male,76,White,Non-Hispanic,12,Not in labor force,0,26600,0,0,0,0,0,0,1,0,0,0
13,13045,Male,59,Black,Non-Hispanic,14,Not in labor force,0,30000,0,0,0,0,0,1,0,0,0,0
37,37151,Male,40,White,Non-Hispanic,13,Employed,45,70000,0,0,0,0,0,0,1,0,1,1
36,36059,Female,50,White,Non-Hispanic,17,Employed,10,12000,1,1,0,0,1,0,1,0,1,1
17,17043,Female,74,White,Non-Hispanic,16,Employed,20,160400,1,0,0,0,1,0,1,0,1,1
36,36103,Male,31,White,Non-Hispanic,16,Employed,40,90500,1,0,0,0,0,0,1,0,1,1
48,48041,Male,51,White,Non-Hispanic,12,Employed,40,27400,0,0,0,0,0,0,1,0,1,1
18,18000,Female,67,White,Non-Hispanic,14,Not in labor force,0,10500,0,0,0,0,1,0,1,0,0,0
16,16000,Male,21,White,Non-Hispanic,12,Employed,20,4000,0,0,0,0,0,0,1,0,1,1
06,06001,Female,68,Chinese,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,0,0,0,0
33,33000,Male,68,White,Non-Hispanic,12,Not in labor force,0,45000,0,0,0,0,0,0,1,0,0,0
08,08000,Female,57,White,Non-Hispanic,12,Not in labor force,0,32000,0,0,0,0,1,0,1,0,0,0
28,28000,Male,18,Black,Non-Hispanic,12,Not in labor force,5,100,0,0,0,0,0,1,0,0,0,0
12,12011,Male,66,AIAN,Non-Hispanic,12,Not in labor force,0,195000,0,0,0,0,0,0,0,0,0,0
12,12103,Female,67,Other,Non-Hispanic,17,Employed,32,25000,1,1,0,0,1,0,0,0,1,1
22,22000,Male,18,White,Non-Hispanic,12,Employed,40,12000,0,0,0,0,0,0,1,0,1,1
13,13000,Male,29,White,Non-Hispanic,12,Employed,46,44600,0,0,0,0,0,0,1,0,1,1
40,40000,Female,66,Other,Non-Hispanic,12,Not in labor force,0,18000,0,0,0,0,1,0,0,0,0,0
06,06037,Female,59,White,Non-Hispanic,12,Employed,40,32000,0,0,0,0,1,0,1,0,1,1
34,34027,Male,21,Other,Hispanic,13,Employed,30,18000,0,0,0,0,0,0,0,1,1,1
55,55105,Female,73,White,Non-Hispanic,12,Not in labor force,0,13100,0,0,0,0,1,0,1,0,0,0
39,39061,Male,22,White,Hispanic,16,Employed,35,20000,1,0,0,0,0,0,1,1,1,1
34,34027,Male,56,Black,Hispanic,,Not in labor force,0,22200,0,0,0,0,0,1,0,1,0,0
16,16000,Male,22,White,Non-Hispanic,12,Employed,35,26000,0,0,0,0,0,0,1,0,1,1
34,34003,Female,38,White,Non-Hispanic,16,Employed,40,130000,1,0,0,0,1,0,1,0,1,1
29,29183,Male,20,White,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
21,21000,Female,31,White,Non-Hispanic,13,Employed,50,60000,0,0,0,0,1,0,1,0,1,1
54,54000,Female,59,White,Non-Hispanic,13,Employed,60,122800,0,0,0,0,1,0,1,0,1,1
51,51000,Male,59,White,Non-Hispanic,12,Employed,40,43000,0,0,0,0,0,0,1,0,1,1
06,06037,Female,63,Other,Hispanic,12,Employed,30,32400,0,0,0,0,1,0,0,1,1,1
06,06067,Female,42,White,Non-Hispanic,16,Employed,30,42700,1,0,0,0,1,0,1,0,1,1
48,48041,Female,31,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
17,17000,Male,59,Black,Non-Hispanic,12,Employed,40,25700,0,0,0,0,0,1,0,0,1,1
53,53057,Female,70,White,Non-Hispanic,16,Not in labor force,40,165600,1,0,0,0,1,0,1,0,0,0
51,51000,Male,58,Other,Non-Hispanic,8,Not in labor force,0,0,0,0,0,0,0,0,0,0,0,0
48,48029,Female,92,White,Hispanic,12,Not in labor force,0,14400,0,0,0,0,1,0,1,1,0,0
53,53033,Female,31,Black,Non-Hispanic,12,Employed,8,43000,0,0,0,0,1,1,0,0,1,1
05,05000,Male,72,White,Non-Hispanic,12,Not in labor force,0,26000,0,0,0,0,0,0,1,0,0,0
48,48041,Female,28,White,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
12,12127,Male,50,Black,Non-Hispanic,12,Employed,72,221000,0,0,0,0,0,1,0,0,1,1
45,45045,Male,52,White,Non-Hispanic,12,Employed,50,65000,0,0,0,0,0,0,1,0,1,1
06,06073,Male,26,White,Non-Hispanic,14,Not in labor force,40,30600,0,0,0,0,0,0,1,0,0,0
47,47000,Female,76,White,Non-Hispanic,12,Not in labor force,0,2400,0,0,0,0,1,0,1,0,0,0
06,06079,Female,66,Other,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,1,0,0,0,0,0
36,36001,Male,62,White,Non-Hispanic,16,Employed,40,275000,1,0,0,0,0,0,1,0,1,1
18,18141,Male,19,White,Non-Hispanic,11,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
20,20000,Female,75,White,Non-Hispanic,12,Employed,8,20100,0,0,0,0,1,0,1,0,1,1
34,34025,Male,30,White,Non-Hispanic,17,Employed,21,150000,1,0,0,1,0,0,1,0,1,1
26,26163,Female,52,Black,Non-Hispanic,16,Employed,40,82000,1,0,0,0,1,1,0,0,1,1
17,17197,Male,52,White,Non-Hispanic,17,Not in labor force,0,4400,1,0,1,0,0,0,1,0,0,0
12,12019,Male,80,White,Non-Hispanic,12,Not in labor force,0,94500,0,0,0,0,0,0,1,0,0,0
27,27000,Female,94,White,Non-Hispanic,12,Not in labor force,0,5000,0,0,0,0,1,0,1,0,0,0
53,53033,Female,38,White,Non-Hispanic,17,Employed,40,78000,1,1,0,0,1,0,1,0,1,1
51,51000,Male,34,White,Non-Hispanic,11,Employed,40,16000,0,0,0,0,0,0,1,0,1,1
21,21000,Female,18,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
17,17000,Female,60,White,Non-Hispanic,16,Employed,40,67000,1,0,0,0,1,0,1,0,1,1
06,06073,Male,60,Other,Hispanic,12,Employed,50,95000,0,0,0,0,0,0,0,1,1,1
04,04013,Male,88,White,Non-Hispanic,12,Not in labor force,0,56900,0,0,0,0,0,0,1,0,0,0
48,48215,Female,28,Other,Hispanic,13,Employed,40,35000,0,0,0,0,1,0,0,1,1,1
06,06067,Male,84,Other,Hispanic,16,Not in labor force,0,143000,1,0,0,0,0,0,0,1,0,0
05,05000,Female,61,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
36,36047,Male,78,White,Hispanic,12,Employed,15,17800,0,0,0,0,0,0,1,1,1,1
23,23000,Male,26,White,Non-Hispanic,,Employed,30,14400,0,0,0,0,0,0,1,0,1,1
24,24003,Male,23,Other,Hispanic,12,Employed,40,58000,0,0,0,0,0,0,0,1,1,1
34,34041,Male,54,White,Non-Hispanic,12,Employed,40,90000,0,0,0,0,0,0,1,0,1,1
53,53053,Male,42,White,Non-Hispanic,14,Employed,16,13300,0,0,0,0,0,0,1,0,1,1
06,06071,Female,63,Other,Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
06,06037,Female,31,Chinese,Non-Hispanic,16,Employed,50,60000,1,0,0,0,1,0,0,0,1,1
21,21067,Female,81,White,Non-Hispanic,16,Employed,40,400700,1,0,0,0,1,0,1,0,1,1
32,32031,Female,18,White,Non-Hispanic,12,Employed,32,27800,0,0,0,0,1,0,1,0,1,1
06,06085,Female,67,White,Non-Hispanic,14,Not in labor force,0,56400,0,0,0,0,1,0,1,0,0,0
37,37000,Male,75,White,Non-Hispanic,16,Employed,15,37600,1,0,0,0,0,0,1,0,1,1
17,17031,Female,63,White,Non-Hispanic,16,Not in labor force,0,5800,1,0,0,0,1,0,1,0,0,0
17,17000,Male,67,White,Non-Hispanic,14,Employed,40,43200,0,0,0,0,0,0,1,0,1,1
48,48201,Female,86,White,Non-Hispanic,12,Not in labor force,0,16900,0,0,0,0,1,0,1,0,0,0
48,48439,Male,19,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
48,48027,Male,19,Other,Hispanic,10,Employed,48,47000,0,0,0,0,0,0,0,1,1,1
25,25013,Female,27,White,Non-Hispanic,12,Not in labor force,0,8300,0,0,0,0,1,0,1,0,0,0
12,12001,Male,82,White,Non-Hispanic,17,Not in labor force,0,14400,1,0,1,0,0,0,1,0,0,0
16,16000,Female,71,White,Non-Hispanic,11,Not in labor force,0,10000,0,0,0,0,1,0,1,0,0,0
13,13000,Female,66,Black,Non-Hispanic,16,Not in labor force,0,19900,1,0,0,0,1,1,0,0,0,0
06,06077,Male,59,White,Non-Hispanic,12,Employed,48,67000,0,0,0,0,0,0,1,0,1,1
35,35000,Female,68,White,Non-Hispanic,12,Not in labor force,0,2800,0,0,0,0,1,0,1,0,0,0
40,40143,Male,69,Other,Non-Hispanic,13,Employed,16,39500,0,0,0,0,0,0,0,0,1,1
01,01083,Female,33,White,Non-Hispanic,16,Employed,50,37000,1,0,0,0,1,0,1,0,1,1
04,04000,Female,35,White,Non-Hispanic,16,Employed,40,40000,1,0,0,0,1,0,1,0,1,1
48,48215,Female,71,Other,Hispanic,12,Not in labor force,0,1200,0,0,0,0,1,0,0,1,0,0
04,04013,Female,74,White,Non-Hispanic,16,Not in labor force,0,35400,1,0,0,0,1,0,1,0,0,0
36,36000,Female,53,White,Non-Hispanic,16,Employed,35,62800,1,0,0,0,1,0,1,0,1,1
01,01000,Female,66,White,Non-Hispanic,12,Not in labor force,0,40,0,0,0,0,1,0,1,0,0,0
42,42017,Male,52,White,Non-Hispanic,12,Employed,45,45700,0,0,0,0,0,0,1,0,1,1
22,22033,Female,20,Black,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,1,1,0,0,0,0
16,16000,Male,20,White,Non-Hispanic,12,Employed,40,13000,0,0,0,0,0,0,1,0,1,1
27,27053,Male,42,White,Non-Hispanic,12,Employed,45,95000,0,0,0,0,0,0,1,0,1,1
06,06071,Female,25,Other,Hispanic,12,Employed,30,23100,0,0,0,0,1,0,0,1,1,1
20,20000,Male,19,White,Non-Hispanic,12,Employed,40,12000,0,0,0,0,0,0,1,0,1,1
44,44003,Female,79,White,Non-Hispanic,12,Not in labor force,0,27500,0,0,0,0,1,0,1,0,0,0
18,18097,Male,69,White,Non-Hispanic,16,Not in labor force,0,53410,1,0,0,0,0,0,1,0,0,0
56,56021,Female,43,Other,Hispanic,16,Employed,40,45000,1,0,0,0,1,0,0,1,1,1
09,09000,Male,22,Other,Hispanic,12,Not in labor force,0,15800,0,0,0,0,0,0,0,1,0,0
51,51107,Female,63,Other,Non-Hispanic,12,Employed,52,90000,0,0,0,0,1,0,0,0,1,1
47,47000,Female,48,White,Non-Hispanic,12,Employed,16,5000,0,0,0,0,1,0,1,0,1,1
48,48121,Female,52,White,Non-Hispanic,16,Employed,45,105000,1,0,0,0,1,0,1,0,1,1
53,53061,Male,51,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
21,21227,Female,61,White,Non-Hispanic,17,Employed,6,1000,1,1,0,0,1,0,1,0,1,1
09,09170,Male,25,Black,Non-Hispanic,12,Not in labor force,40,5000,0,0,0,0,0,1,0,0,0,0
21,21111,Female,54,White,Non-Hispanic,16,Employed,40,78000,1,0,0,0,1,0,1,0,1,1
53,53057,Male,36,White,Non-Hispanic,12,Employed,40,65000,0,0,0,0,0,0,1,0,1,1
53,53033,Female,60,White,Non-Hispanic,16,Employed,32,200000,1,0,0,0,1,0,1,0,1,1
29,29000,Male,60,White,Non-Hispanic,12,Not in labor force,0,60200,0,0,0,0,0,0,1,0,0,0
24,24025,Male,41,White,Non-Hispanic,16,Employed,45,100000,1,0,0,0,0,0,1,0,1,1
08,08000,Female,75,White,Non-Hispanic,16,Not in labor force,0,500,1,0,0,0,1,0,1,0,0,0
06,06037,Female,54,AIAN,Hispanic,9,Employed,40,19000,0,0,0,0,1,0,0,1,1,1
19,19000,Female,24,White,Non-Hispanic,13,Employed,25,10000,0,0,0,0,1,0,1,0,1,1
47,47093,Male,44,White,Non-Hispanic,14,Employed,40,50000,0,0,0,0,0,0,1,0,1,1
48,48113,Female,63,White,Non-Hispanic,12,Not in labor force,0,48500,0,0,0,0,1,0,1,0,0,0
36,36000,Female,55,White,Non-Hispanic,12,Employed,32,17000,0,0,0,0,1,0,1,0,1,1
12,12103,Female,29,Other,Non-Hispanic,17,Employed,72,59000,1,0,1,0,1,0,0,0,1,1
12,12000,Female,95,White,Hispanic,12,Not in labor force,0,3500,0,0,0,0,1,0,1,1,0,0
26,26163,Male,60,Other,Non-Hispanic,12,Employed,60,150000,0,0,0,0,0,0,0,0,1,1
06,06013,Female,18,Other,Hispanic,12,Employed,20,6500,0,0,0,0,1,0,0,1,1,1
20,20000,Female,37,White,Non-Hispanic,17,Employed,40,90000,1,1,0,0,1,0,1,0,1,1
26,26000,Male,41,White,Non-Hispanic,12,Employed,40,40000,0,0,0,0,0,0,1,0,1,1
48,48061,Male,73,White,Hispanic,12,Not in labor force,40,89000,0,0,0,0,0,0,1,1,0,0
34,34025,Male,25,White,Non-Hispanic,16,Not in labor force,0,150,1,0,0,0,0,0,1,0,0,0
06,06029,Male,59,White,Non-Hispanic,13,Employed,60,70000,0,0,0,0,0,0,1,0,1,1
51,51000,Female,65,White,Non-Hispanic,14,Employed,40,69000,0,0,0,0,1,0,1,0,1,1
27,27019,Female,62,White,Non-Hispanic,12,Not in labor force,0,1500,0,0,0,0,1,0,1,0,0,0
34,34000,Female,74,White,Non-Hispanic,12,Not in labor force,0,66000,0,0,0,0,1,0,1,0,0,0
48,48000,Female,18,Black,Non-Hispanic,11,Not in labor force,0,0,0,0,0,0,1,1,0,0,0,0
51,51000,Female,58,Chinese,Non-Hispanic,16,Not in labor force,0,27000,1,0,0,0,1,0,0,0,0,0
42,42045,Female,57,Black,Non-Hispanic,12,Employed,27,14100,0,0,0,0,1,1,0,0,1,1
36,36081,Female,34,White,Non-Hispanic,16,Unemployed,0,16000,1,0,0,0,1,0,1,0,1,0
06,06037,Male,51,White,Non-Hispanic,16,Employed,40,135000,1,0,0,0,0,0,1,0,1,1
06,06055,Male,70,Other,Non-Hispanic,12,Not in labor force,0,10000,0,0,0,0,0,0,0,0,0,0
48,48029,Female,70,Other,Hispanic,16,Not in labor force,0,25200,1,0,0,0,1,0,0,1,0,0
48,48167,Male,76,White,Non-Hispanic,13,Not in labor force,0,17000,0,0,0,0,0,0,1,0,0,0
53,53033,Female,23,Other,Non-Hispanic,16,Employed,18,30000,1,0,0,0,1,0,0,0,1,1
17,17000,Male,65,White,Non-Hispanic,11,Not in labor force,0,41300,0,0,0,0,0,0,1,0,0,0
35,35043,Female,55,White,Non-Hispanic,13,Not in labor force,0,14200,0,0,0,0,1,0,1,0,0,0
37,37183,Female,36,Black,Non-Hispanic,13,Employed,40,60000,0,0,0,0,1,1,0,0,1,1
18,18000,Female,62,Other,Non-Hispanic,10,Not in labor force,0,11550,0,0,0,0,1,0,0,0,0,0
34,34023,Male,57,Other,Non-Hispanic,13,Employed,40,75000,0,0,0,0,0,0,0,0,1,1
48,48000,Male,38,Other,Hispanic,8,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
15,15003,Female,64,Other,Non-Hispanic,14,Employed,39,29000,0,0,0,0,1,0,0,0,1,1
25,25000,Female,29,White,Non-Hispanic,17,Employed,40,49750,1,1,0,0,1,0,1,0,1,1
45,45083,Female,87,White,Non-Hispanic,12,Not in labor force,0,18910,0,0,0,0,1,0,1,0,0,0
48,48121,Female,24,White,Non-Hispanic,16,Employed,40,33000,1,0,0,0,1,0,1,0,1,1
18,18000,Female,25,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
47,47000,Female,59,White,Non-Hispanic,13,Not in labor force,0,12800,0,0,0,0,1,0,1,0,0,0
36,36047,Female,42,White,Non-Hispanic,12,Employed,20,15600,0,0,0,0,1,0,1,0,1,1
29,29000,Male,75,White,Non-Hispanic,16,Not in labor force,0,327100,1,0,0,0,0,0,1,0,0,0
41,41067,Male,45,White,Non-Hispanic,17,Employed,40,104000,1,1,0,0,0,0,1,0,1,1
06,06107,Female,46,White,Hispanic,13,Employed,40,24000,0,0,0,0,1,0,1,1,1,1
36,36059,Female,37,White,Non-Hispanic,13,Not in labor force,0,44760,0,0,0,0,1,0,1,0,0,0
09,09130,Female,62,White,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
34,34023,Female,64,White,Non-Hispanic,12,Not in labor force,40,19500,0,0,0,0,1,0,1,0,0,0
24,24027,Male,27,Black,Non-Hispanic,12,Employed,40,32300,0,0,0,0,0,1,0,0,1,1
06,06037,Male,94,Other,Hispanic,12,Employed,20,59300,0,0,0,0,0,0,0,1,1,1
41,41000,Female,36,White,Non-Hispanic,12,Employed,24,10000,0,0,0,0,1,0,1,0,1,1
36,36047,Male,48,White,Hispanic,14,Employed,50,78000,0,0,0,0,0,0,1,1,1,1
22,22000,Male,57,White,Non-Hispanic,12,Employed,40,35000,0,0,0,0,0,0,1,0,1,1
29,29000,Female,22,White,Non-Hispanic,13,Employed,12,20000,0,0,0,0,1,0,1,0,1,1
45,45000,Female,22,Black,Non-Hispanic,12,Employed,30,18000,0,0,0,0,1,1,0,0,1,1
40,40000,Female,23,White,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
22,22000,Female,28,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
04,04013,Male,64,White,Non-Hispanic,12,Not in labor force,0,1300,0,0,0,0,0,0,1,0,0,0
37,37051,Male,44,Other,Non-Hispanic,12,Employed,40,30000,0,0,0,0,0,0,0,0,1,1
40,40000,Female,69,White,Non-Hispanic,16,Not in labor force,0,40000,1,0,0,0,1,0,1,0,0,0
39,39133,Male,52,White,Non-Hispanic,17,Employed,45,50000,1,1,0,0,0,0,1,0,1,1
06,06067,Female,27,Other,Non-Hispanic,16,Employed,40,42000,1,0,0,0,1,0,0,0,1,1
36,36047,Female,69,Black,Non-Hispanic,13,Not in labor force,0,21000,0,0,0,0,1,1,0,0,0,0
